time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1766409123712000000,324.925,16.600000381469727,1.2000000476837158,11,3.5,2.478074789047241,190.783935546875,20.8,120.6874599,36.3613801
1766409124712000000,325.925,16.399999618530273,1,11.100000381469727,3.5,2.4227819442749023,172.46873474121094,20.9,120.6874564,36.3613606
1766409125712000000,326.925,11.899999618530273,0.8999999761581421,11.5,3.5,2.403653383255005,184.20611572265625,20.8,120.6874541,36.3613409
1766409126712000000,327.925,18.899999618530273,1.100000023841858,11.300000190734863,3.5,2.3872194290161133,184.0416717529297,20.8,120.6874484,36.3613198
1766409127712000000,328.925,13.399999618530273,0.800000011920929,11.100000381469727,3.5,2.3598484992980957,172.01284790039062,20.8,120.6874469,36.3612995
1766409128712000000,329.925,11.300000190734863,0.800000011920929,11.199999809265137,3.9000000953674316,2.3788583278656006,186.11959838867188,21,120.6874477,36.3612783
1766409129712000000,330.925,11.5,0.800000011920929,11,3.9000000953674316,2.353640556335449,171.03939819335938,21,120.6874474,36.3612579
1766409130712000000,331.925,9.5,0.800000011920929,11,3.9000000953674316,2.360438108444214,190.08148193359375,21,120.687448,36.3612379
1766409131712000000,332.925,13.5,0.800000011920929,11.399999618530273,3.5,2.3205041885375977,182.66238403320312,20.5,120.6874423,36.3612168
1766409132712000000,333.925,12.5,0.800000011920929,11,3.5,2.305453300476074,172.73931884765625,20.3,120.6874427,36.3611987
1766409133712000000,334.925,12.699999809265137,0.699999988079071,11.100000381469727,3.5,2.2674293518066406,186.94534301757812,20,120.6874429,36.3611817
1766409134712000000,335.925,22.5,1,11.100000381469727,3.5,2.1845996379852295,159.35525512695312,19.7,120.6874425,36.3611662
1766409135712000000,336.925,19.5,1.2000000476837158,11.300000190734863,3.5,2.1334667205810547,176.59910583496094,19.9,120.6874477,36.3611504
1766409136712000000,337.925,16.600000381469727,0.8999999761581421,11.300000190734863,3.5,2.1282639503479004,190.51856994628906,19.9,120.687446,36.3611327
1766409137712000000,338.925,16.100000381469727,0.800000011920929,11.199999809265137,3.9000000953674316,2.1088063716888428,174.57032775878906,20.1,120.687443,36.3611135
1766409138712000000,339.925,15.5,0.8999999761581421,10.300000190734863,3.9000000953674316,2.0780115127563477,194.02720642089844,19.4,120.6874403,36.3610926
1766409139712000000,340.925,16.100000381469727,0.8999999761581421,10.199999809265137,3.9000000953674316,2.0674359798431396,181.2180633544922,19.1,120.687435,36.3610725
1766409140712000000,341.925,11.699999809265137,0.8999999761581421,10,3.9000000953674316,2.0885934829711914,188.58653259277344,19.2,120.6874348,36.3610512
1766409141712000000,342.925,22.899999618530273,1.399999976158142,10.300000190734863,3.9000000953674316,2.1108222007751465,187.2751922607422,18.8,120.6874316,36.3610274
1766409142712000000,343.925,10.600000381469727,0.8999999761581421,10.199999809265137,3.9000000953674316,2.187288284301758,175.475830078125,18.3,120.6874321,36.3610048
1766409143712000000,344.925,12.5,0.8999999761581421,10.399999618530273,3.9000000953674316,2.2334861755371094,191.76129150390625,17.7,120.6874323,36.3609828
1766409144712000000,345.925,14.199999809265137,1,10.199999809265137,3.9000000953674316,2.2811172008514404,169.17654418945312,17.9,120.6874305,36.3609598
1766409145712000000,346.925,13.600000381469727,0.8999999761581421,10.5,3.9000000953674316,2.3559694290161133,186.5196075439453,18,120.6874326,36.3609364
1766409146712000000,347.925,18.5,1.100000023841858,10.300000190734863,3.9000000953674316,2.4060239791870117,186.94590759277344,18.1,120.6874287,36.3609139
1766409147712000000,348.925,15.899999618530273,1,10.100000381469727,3.9000000953674316,2.4396820068359375,186.99490356445312,18.1,120.6874263,36.3608907
1766409148712000000,349.925,17,1.2000000476837158,10.399999618530273,3.9000000953674316,2.444641351699829,194.69557189941406,17.9,120.6874231,36.3608697
1766409149712000000,350.925,15,1.100000023841858,10.199999809265137,3.9000000953674316,2.471094846725464,184.19137573242188,18.2,120.687419,36.3608494
1766409150712000000,351.925,11,1,10.300000190734863,3.9000000953674316,2.524223566055298,192.3882598876953,18.3,120.6874166,36.3608257
1766409151712000000,352.925,15.300000190734863,1,10.399999618530273,3.9000000953674316,2.5164873600006104,191.16403198242188,18.1,120.6874148,36.3608057
1766409152712000000,353.925,10.899999618530273,0.8999999761581421,11.100000381469727,3.9000000953674316,2.500812292098999,174.07664489746094,18.2,120.6874147,36.3607833
1766409153712000000,354.925,12.600000381469727,0.8999999761581421,10.399999618530273,3.9000000953674316,2.504114866256714,188.66348266601562,18.3,120.6874179,36.3607603
1766409154712000000,355.925,13,1,10.399999618530273,3.5160000324249268,2.5098767280578613,172.5234375,18.8,120.6874194,36.3607371
1766409155712000000,356.925,10.300000190734863,0.8999999761581421,10.800000190734863,3.5160000324249268,2.5577688217163086,181.4807586669922,19.2,120.687422,36.3607137
1766409156712000000,357.925,10.600000381469727,0.8999999761581421,10.300000190734863,3.5160000324249268,2.621107339859009,180.0916748046875,19.2,120.6874227,36.360689
